sensor1,sensor2,sensor3
0.002104,0.001496,0.001198
0.001683,0.001441,0.001198
0.000982,0.001219,0.001123
0.002478,0.001496,0.001198
0.001543,0.001275,0.001123
0.002057,0.001385,0.001123
0.001636,0.00133,0.001123
0.000748,0.000997,0.000898
0.001496,0.001219,0.001048
0.000888,0.000997,0.000898
0.001029,0.000997,0.000898
0.001075,0.000997,0.000898
0.00173,0.001275,0.001048
0.000935,0.000997,0.000898
0.001122,0.000997,0.000898
0.001075,0.000997,0.000824
0.002571,0.001496,0.001048
0.003693,0.002161,0.001423
0.002618,0.00205,0.001423
0.002244,0.002106,0.001497
0.002665,0.002217,0.001572
0.002431,0.002106,0.001572
0.001309,0.001773,0.001423
0.00159,0.001718,0.001423
0.001169,0.001441,0.001348
0.001543,0.001496,0.001348
0.002805,0.001995,0.001647
0.001309,0.001662,0.001497
0.001636,0.001607,0.001497
0.001262,0.001441,0.001423
0.000748,0.001164,0.001273
0.001403,0.001164,0.001273
0.001309,0.001164,0.001273
0.000935,0.000997,0.001123
0.003273,0.001773,0.001497
0.002104,0.001662,0.001497
0.002945,0.001995,0.001647
0.001449,0.001662,0.001497
0.001403,0.001607,0.001497
0.002151,0.001773,0.001572
0.002665,0.001939,0.001647
0.00187,0.001773,0.001572
0.001449,0.001607,0.001497
0.001169,0.001441,0.001423
0.001823,0.001552,0.001497
0.001122,0.00133,0.001423
0.000374,0.000997,0.001198
0.000842,0.000942,0.001198
0.000514,0.00072,0.001048
0.000701,0.000665,0.000898
0.000234,0.000388,0.000749
0.001075,0.000554,0.000824
0.001216,0.00072,0.000824
0.002525,0.001164,0.000898
0.001543,0.001108,0.000898
0.000795,0.000831,0.000824
0.001029,0.000831,0.000824
0.001683,0.000997,0.000824
0.001169,0.000887,0.000824
0.001262,0.000831,0.000824
0.002057,0.001164,0.000898
0.001309,0.001108,0.000824
0.000982,0.000997,0.000824
0.000888,0.000887,0.000749
0.001262,0.000997,0.000824
0.002151,0.001219,0.000898
0.000935,0.000942,0.000824
0.001029,0.000942,0.000749
0.001122,0.000887,0.000749
0.001262,0.000887,0.000749
0.001636,0.000997,0.000824
0.001122,0.000887,0.000749
0.002244,0.001219,0.000898
0.001122,0.000997,0.000824
0.002571,0.001441,0.000898
0.001683,0.001385,0.000898
0.001309,0.001275,0.000898
0.000888,0.000997,0.000824
0.002057,0.00133,0.000898
0.001449,0.001219,0.000898
0.001403,0.001219,0.000898
0.000701,0.000942,0.000749
0.001075,0.000997,0.000824
0.001122,0.000997,0.000824
0.001309,0.000997,0.000824
0.001823,0.001164,0.000898
0.001029,0.000997,0.000824
0.001122,0.000997,0.000824
0.000421,0.00072,0.000674
0.000701,0.00072,0.000674
0.001029,0.00072,0.000674
0.001216,0.000831,0.000674
0.002571,0.001219,0.000898
0.00173,0.001164,0.000824
0.000935,0.000887,0.000749
0.001216,0.000942,0.000749
0.000888,0.000887,0.000749
0.001029,0.000887,0.000749
0.001169,0.000831,0.000749
0.002104,0.001219,0.000898
0.001075,0.000997,0.000824
0.000935,0.000887,0.000749
0.001309,0.000887,0.000749
0.001496,0.000887,0.000749
0.001309,0.000831,0.000674
0.00173,0.000997,0.000749
0.001823,0.001108,0.000824
0.001169,0.000942,0.000824
0.000608,0.000776,0.000674
0.00201,0.001108,0.000824
0.002104,0.001275,0.000898
0.002197,0.001441,0.000898
0.001777,0.001385,0.000898
0.002104,0.001496,0.001048
0.002618,0.001773,0.001198
0.002805,0.001995,0.001348
0.001262,0.001607,0.001198
0.000608,0.001275,0.001048
0.000795,0.001108,0.000898
0.001309,0.001219,0.000898
0.002197,0.001441,0.001123
0.001917,0.001496,0.001123
0.001262,0.001275,0.001048
0.001403,0.001164,0.000898
0.001636,0.001275,0.000898
0.001029,0.001108,0.000898
0.002665,0.001441,0.001048
0.004629,0.002383,0.001497
0.002525,0.002106,0.001423
0.000935,0.001607,0.001273
0.001683,0.001718,0.001348
0.001216,0.001496,0.001273
0.001122,0.001441,0.001273
0.00173,0.001496,0.001273
0.001683,0.001441,0.001273
0.00201,0.001552,0.001348
0.001683,0.001496,0.001348
0.00187,0.001607,0.001423
0.00159,0.001552,0.001423
0.000748,0.001219,0.001273
0.002197,0.001552,0.001423
0.001636,0.001496,0.001423
0.001262,0.00133,0.001348
0.00173,0.001385,0.001348
0.001543,0.001385,0.001348
0.001777,0.001441,0.001348
0.001543,0.00133,0.001348
0.001029,0.001108,0.001198
0.000842,0.000942,0.001123
0.001683,0.001164,0.001198
0.00173,0.001164,0.001198
0.00374,0.001718,0.001423
0.00201,0.001496,0.001273
0.001636,0.001385,0.001273
0.000888,0.001108,0.001123
0.000888,0.000942,0.001048
0.001403,0.000997,0.000898
0.000888,0.000776,0.000898
0.001449,0.000887,0.000898
0.001309,0.000887,0.000824
0.001122,0.000831,0.000824
0.000795,0.000665,0.000749
0.001964,0.000997,0.000898
0.001075,0.000942,0.000824
0.000655,0.00072,0.000674
0.001403,0.000942,0.000824
0.00159,0.000997,0.000824
0.000561,0.00072,0.000674
0.001917,0.001108,0.000898
0.001683,0.000997,0.000824
0.001496,0.000997,0.000824
0.000842,0.000831,0.000749
0.002899,0.001275,0.000898
0.002758,0.001441,0.000898
0.001309,0.001164,0.000898
0.00159,0.001219,0.000898
0.001169,0.000997,0.000824
0.001075,0.000997,0.000824
0.000795,0.000887,0.000749
0.001169,0.000942,0.000824
0.002104,0.001219,0.000898
0.000748,0.000887,0.000749
0.001496,0.000997,0.000824
0.001403,0.000997,0.000824
0.001029,0.000997,0.000824
0.001122,0.000997,0.000824
0.000982,0.000942,0.000824
0.000748,0.000831,0.000749
0.000982,0.000831,0.000749
0.002478,0.001219,0.000898
0.001496,0.001164,0.000824
0.001029,0.000997,0.000824
0.001543,0.000997,0.000824
0.001683,0.001164,0.000898
0.001403,0.001164,0.000824
0.000655,0.000887,0.000749
0.000842,0.000887,0.000749
0.000655,0.000665,0.000674
0.000935,0.000776,0.000674
0.001029,0.000665,0.000599
0.001309,0.00072,0.000599
0.001169,0.000665,0.000524
0.001683,0.000831,0.000599
0.002151,0.000997,0.000749
0.001777,0.001108,0.000749
0.00173,0.001108,0.000824
0.001823,0.001164,0.000824
0.00159,0.001164,0.000824
0.000888,0.000997,0.000749
0.00201,0.001385,0.000898
0.001403,0.00133,0.000898
0.000888,0.001108,0.000824
0.00173,0.001164,0.000824
0.001169,0.000997,0.000824
0.002431,0.001441,0.000898
0.001403,0.001219,0.000898
0.001543,0.00133,0.000898
0.001309,0.001219,0.000824
0.000888,0.000997,0.000824
0.00173,0.001164,0.000824
0.001496,0.001164,0.000824
0.000514,0.000831,0.000749
0.000327,0.000665,0.000599
0.00173,0.000942,0.000749
0.003693,0.001718,0.001123
0.002665,0.001718,0.001123
0.002151,0.001662,0.001123
0.002291,0.001829,0.001198
0.001917,0.001829,0.001273
0.002338,0.001995,0.001423
0.000982,0.001552,0.001273
0.001122,0.001441,0.001198
0.000935,0.001275,0.001123
0.001683,0.001441,0.001198
0.003974,0.002272,0.001647
0.00201,0.001995,0.001497
0.002431,0.002161,0.001647
0.001309,0.001829,0.001497
0.000468,0.001385,0.001348
0.001496,0.001496,0.001348
0.002197,0.001773,0.001497
0.002057,0.001773,0.001497
0.001309,0.001552,0.001423
0.000982,0.00133,0.001348
0.001309,0.00133,0.001348
0.001496,0.001275,0.001348
0.00159,0.001275,0.001348
0.001823,0.00133,0.001348
0.001075,0.001164,0.001273
0.001917,0.001275,0.001273
0.001496,0.001164,0.001198
0.001964,0.001219,0.001198
0.001309,0.001108,0.001123
0.001309,0.001108,0.001123
0.000888,0.000942,0.001048
0.002665,0.001385,0.001198
0.00187,0.001275,0.001123
0.001543,0.001164,0.001048
0.000888,0.000997,0.000898
0.00173,0.001219,0.001048
0.00159,0.001219,0.001048
0.001403,0.001108,0.000898
0.001543,0.001164,0.000898
0.000982,0.000997,0.000898
0.001496,0.001108,0.000898
0.001543,0.001108,0.000898
0.001496,0.000997,0.000824
0.001964,0.001275,0.000898
0.001122,0.001108,0.000824
0.001309,0.001108,0.000824
0.001683,0.001219,0.000898
0.001029,0.000997,0.000824
0.002151,0.001275,0.000898
0.002244,0.001441,0.000898
0.002384,0.001496,0.000898
0.002244,0.001552,0.001048
0.003179,0.001773,0.001123
0.001636,0.001496,0.001048
0.002057,0.001607,0.001123
0.003319,0.00205,0.001348
0.001683,0.001718,0.001273
0.001496,0.001662,0.001273
0.002291,0.001884,0.001348
0.002618,0.002161,0.001572
0.002151,0.001995,0.001497
0.001543,0.001773,0.001423
0.001403,0.001607,0.001423
0.002852,0.001995,0.001572
0.002384,0.00205,0.001647
0.002525,0.002217,0.001722
0.002057,0.002106,0.001722
0.003086,0.002438,0.001872
0.002384,0.002383,0.001947
0.001309,0.001995,0.001797
0.001777,0.001939,0.001797
0.001496,0.001718,0.001647
0.001262,0.001496,0.001572
0.002758,0.001773,0.001647
0.002057,0.001773,0.001647
0.002338,0.001773,0.001647
0.00159,0.001607,0.001497
0.001543,0.001496,0.001497
0.001309,0.001441,0.001497
0.001636,0.001496,0.001497
0.001543,0.00133,0.001423
0.00159,0.00133,0.001423
0.002104,0.001496,0.001497
0.001449,0.00133,0.001423
0.001823,0.001496,0.001497
0.002852,0.001884,0.001647
0.002525,0.001995,0.001722
0.003086,0.002272,0.001872
0.002384,0.002217,0.001872
0.00346,0.002549,0.002096
0.002571,0.002383,0.002096
0.002618,0.002438,0.002096
0.001449,0.00205,0.002022
0.00201,0.00205,0.002022
0.002899,0.002217,0.002096
0.002478,0.002161,0.002096
0.002104,0.002161,0.002096
0.002478,0.002217,0.002171
0.001636,0.001939,0.002096
0.001543,0.001884,0.002022
0.00159,0.001829,0.002022
0.002104,0.001884,0.002096
0.00201,0.001939,0.002096
0.002758,0.002161,0.002171
0.00173,0.001939,0.002096
0.001917,0.001884,0.002096
0.004909,0.003103,0.002621
0.003086,0.002882,0.002621
0.004208,0.003269,0.002845
0.003319,0.003214,0.002845
0.002852,0.003103,0.002845
0.002338,0.002826,0.002845
0.002291,0.002715,0.00277
0.002338,0.002549,0.00277
0.003179,0.002937,0.00292
0.005844,0.00399,0.003444
0.00346,0.003657,0.003369
0.002618,0.00338,0.003294
0.001683,0.002826,0.002995
0.001543,0.002549,0.00292
0.002571,0.002549,0.00292
0.001777,0.002327,0.002845
0.002805,0.002494,0.00292
0.003319,0.002771,0.002995
0.003319,0.002937,0.002995
0.003927,0.003103,0.00307
0.003647,0.003214,0.00322
0.002431,0.002937,0.00307
0.002431,0.002715,0.002995
0.003039,0.002771,0.002995
0.002992,0.002771,0.002995
0.002338,0.002549,0.00292
0.002478,0.002549,0.00292
0.001683,0.002327,0.00277
0.002057,0.002327,0.00277
0.002291,0.002327,0.00277
0.002057,0.002217,0.002695
0.001496,0.001939,0.002546
0.002665,0.002217,0.002695
0.003319,0.002438,0.00277
0.003086,0.002438,0.00277
0.002899,0.002438,0.002695
0.003506,0.002604,0.002845
0.003506,0.002771,0.00292
0.002525,0.002604,0.002845
0.002244,0.002549,0.002845
0.002104,0.002438,0.00277
0.004068,0.002992,0.002995
0.005096,0.003436,0.00322
0.003693,0.00338,0.003294
0.004956,0.003768,0.003444
0.004582,0.003768,0.003519
0.002291,0.003103,0.003294
0.001917,0.002771,0.00307
0.002992,0.002992,0.003294
0.0036,0.003103,0.003294
0.002852,0.002937,0.00322
0.003647,0.003159,0.003369
0.002945,0.002992,0.003294
0.003834,0.003269,0.003444
0.004535,0.003436,0.003519
0.003366,0.003214,0.003444
0.002244,0.002882,0.003294
0.002431,0.002826,0.003294
0.002525,0.002771,0.003294
0.003553,0.002992,0.003369
0.003974,0.003325,0.003519
0.002057,0.002826,0.003369
0.001964,0.002604,0.00322
0.002992,0.002882,0.003294
0.002057,0.002494,0.00307
0.003787,0.002715,0.00322
0.00173,0.002217,0.00292
0.002945,0.002383,0.002995
0.002852,0.002438,0.00292
0.002992,0.002549,0.002995
0.002665,0.002549,0.00292
0.002151,0.002383,0.002845
0.00201,0.002327,0.002845
0.001309,0.00205,0.002695
0.001823,0.001939,0.002621
0.003132,0.002383,0.00277
0.00201,0.002161,0.002695
0.002338,0.002161,0.002695
0.001216,0.001773,0.002471
0.001636,0.001718,0.002396
0.001964,0.001829,0.002321
0.002992,0.002217,0.002471
0.002852,0.002217,0.002471
0.002431,0.002161,0.002471
0.004535,0.002882,0.00277
0.002758,0.002604,0.002695
0.004301,0.003214,0.002995
0.003413,0.003103,0.00292
0.004862,0.003546,0.00307
0.003413,0.003436,0.00307
0.004208,0.003713,0.003369
0.002665,0.003325,0.00322
0.004395,0.003602,0.003369
0.005517,0.004156,0.003669
0.004535,0.004211,0.003819
0.002992,0.003824,0.003669
0.004722,0.004211,0.003893
0.002899,0.003713,0.003744
0.002805,0.003602,0.003744
0.001917,0.003214,0.003594
0.002057,0.003103,0.003519
0.00388,0.003325,0.003669
0.003974,0.00338,0.003669
0.003366,0.003325,0.003669
0.002384,0.003048,0.003519
0.003693,0.003269,0.003594
0.002338,0.002992,0.003519
0.004629,0.003602,0.003744
0.003226,0.00338,0.003669
0.006966,0.004821,0.004343
0.004956,0.004655,0.004343
0.004675,0.004766,0.004492
0.002805,0.004267,0.004343
0.004909,0.004489,0.004492
0.002852,0.00399,0.004268
0.003319,0.003879,0.004268
0.003319,0.003657,0.004193
0.003974,0.003768,0.004268
0.007714,0.005098,0.004867
0.005564,0.004876,0.004867
0.0036,0.004544,0.004792
0.003553,0.004267,0.004717
0.004629,0.004489,0.004867
0.003179,0.004211,0.004717
0.003132,0.004045,0.004717
0.003927,0.004267,0.004867
0.003693,0.004267,0.004867
0.003693,0.004267,0.004867
0.002992,0.003934,0.004792
0.003974,0.004045,0.004792
0.004582,0.004267,0.004942
0.002478,0.003657,0.004642
0.002805,0.003546,0.004567
0.002992,0.003491,0.004492
0.003413,0.003491,0.004492
0.003553,0.003491,0.004492
0.002571,0.003159,0.004268
0.002525,0.002937,0.004118
0.002945,0.002992,0.004118
0.002384,0.002771,0.003968
0.001403,0.002327,0.003669
0.002244,0.002438,0.003669
0.002151,0.002327,0.003519
0.002057,0.002217,0.003444
0.002338,0.002327,0.003444
0.003693,0.002715,0.003594
0.00561,0.003602,0.003968
0.004255,0.003657,0.003968
0.003506,0.003546,0.003968
0.003319,0.003602,0.004043
0.002244,0.003214,0.003893
0.002057,0.002937,0.003744
0.003179,0.003103,0.003744
0.002151,0.002771,0.003594
0.003226,0.002992,0.003669
0.003132,0.003048,0.003669
0.003974,0.003325,0.003744
0.002852,0.003159,0.003669
0.003553,0.003325,0.003744
0.00388,0.003436,0.003744
0.005938,0.004211,0.004118
0.004769,0.004101,0.004193
0.003086,0.003768,0.004043
0.005049,0.004156,0.004268
0.006639,0.004599,0.004492
0.005003,0.004433,0.004492
0.004862,0.004599,0.004567
0.005049,0.004932,0.004867
0.004629,0.004876,0.004867
0.003553,0.004599,0.004867
0.004021,0.004599,0.004942
0.00346,0.004322,0.004867
0.003647,0.004433,0.004867
0.005377,0.00471,0.005016
0.002665,0.00399,0.004792
0.002571,0.003713,0.004642
0.002665,0.003602,0.004567
0.003413,0.003602,0.004567
0.004395,0.003934,0.004642
0.004068,0.003934,0.004642
0.00388,0.003934,0.004717
0.004956,0.004322,0.004867
0.005283,0.004766,0.005091
0.002805,0.004045,0.004792
0.002899,0.003768,0.004717
0.004348,0.004267,0.004942
0.003366,0.004045,0.004792
0.004769,0.004433,0.005016
0.003366,0.00399,0.004792
0.003226,0.003824,0.004717
0.002338,0.003325,0.004492
0.002758,0.003214,0.004417
0.004255,0.003602,0.004492
0.002852,0.003269,0.004343
0.005236,0.003934,0.004567
0.004161,0.003824,0.004567
0.002384,0.00338,0.004268
0.003647,0.003546,0.004343
0.00519,0.004156,0.004567
0.003974,0.004101,0.004642
0.003319,0.003879,0.004567
0.005283,0.004378,0.004717
0.003506,0.003934,0.004567
0.003039,0.003768,0.004492
0.004068,0.00399,0.004567
0.006779,0.005043,0.005091
0.006125,0.005209,0.005241
0.007293,0.005985,0.00569
0.005657,0.005652,0.005615
0.004956,0.005486,0.005615
0.003319,0.004876,0.005391
0.00561,0.005264,0.005615
0.006919,0.006096,0.006065
0.005844,0.00604,0.00614
0.007761,0.006761,0.006589
0.004114,0.005763,0.006289
0.003366,0.005264,0.006065
0.002805,0.004655,0.00584
0.002899,0.004378,0.005615
0.002478,0.003879,0.005391
0.002618,0.003713,0.005316
0.002618,0.003436,0.005091
0.003226,0.003491,0.005016
0.003366,0.003436,0.004942
0.004629,0.003824,0.005016
0.008369,0.005431,0.005765
0.004582,0.004932,0.005541
0.006031,0.005486,0.00584
0.004442,0.005098,0.00569
0.003647,0.004766,0.005541
0.003413,0.004433,0.005466
0.003226,0.004267,0.005391
0.004114,0.004322,0.005391
0.002899,0.003934,0.005166
0.002571,0.003602,0.005016
0.003834,0.003934,0.005091
0.004956,0.004267,0.005166
0.004862,0.004433,0.005316
0.00388,0.004267,0.005241
0.002805,0.003879,0.005016
0.003693,0.003934,0.005016
0.003366,0.003879,0.004942
0.002758,0.003657,0.004792
0.001823,0.003103,0.004567
0.00388,0.003436,0.004642
0.00374,0.003546,0.004642
0.005751,0.004378,0.005016
0.005377,0.004544,0.005091
0.003132,0.003934,0.004792
0.003927,0.004101,0.004867
0.004488,0.004267,0.004942
0.003974,0.004267,0.004942
0.003506,0.004101,0.004867
0.004862,0.004433,0.005016
0.004675,0.004544,0.005091
0.004301,0.004489,0.005091
0.004021,0.004322,0.005016
0.00346,0.00399,0.004867
0.004208,0.004156,0.004942
0.003226,0.003824,0.004792
0.002618,0.003491,0.004642
0.005049,0.00399,0.004792
0.006265,0.004766,0.005166
0.007293,0.005375,0.005466
0.004535,0.005043,0.005391
0.004722,0.004987,0.005466
0.005096,0.005098,0.005541
0.003927,0.004876,0.005466
0.00388,0.004599,0.005391
0.002758,0.004211,0.005241
0.004395,0.004655,0.005466
0.003366,0.004433,0.005391
0.009351,0.006151,0.00614
0.005657,0.005652,0.006065
0.005236,0.005652,0.00614
0.004208,0.005264,0.00599
0.004161,0.005043,0.005915
0.002945,0.004544,0.00569
0.004769,0.004766,0.005765
0.003319,0.004378,0.005541
0.006545,0.005153,0.005915
0.00533,0.005209,0.00599
0.004348,0.004987,0.00584
0.00374,0.00471,0.005765
0.005143,0.005153,0.00599
0.005657,0.005597,0.006214
0.00561,0.005652,0.006289
0.004161,0.005209,0.00614
0.003319,0.004655,0.005915
0.003179,0.004378,0.005765
0.006405,0.005153,0.006065
0.007714,0.005763,0.006364
0.006171,0.005708,0.006364
0.004395,0.00532,0.006214
0.004442,0.005153,0.006214
0.007247,0.006151,0.006664
0.006358,0.00604,0.006664
0.004956,0.005652,0.006589
0.005751,0.005818,0.006664
0.005797,0.005763,0.006664
0.005938,0.005763,0.006664
0.004629,0.005652,0.006589
0.004675,0.005486,0.006589
0.005143,0.005541,0.006589
0.005517,0.005541,0.006589
0.004629,0.005486,0.006589
0.003179,0.004987,0.006439
0.003834,0.004821,0.006289
0.005657,0.005375,0.006514
0.004114,0.005098,0.006439
0.00561,0.005486,0.006589
0.007527,0.006096,0.006813
0.008182,0.006705,0.007188
0.007761,0.007093,0.007412
0.006171,0.007148,0.007562
0.002852,0.005985,0.007113
0.003413,0.005652,0.006963
0.005704,0.00604,0.007188
0.004582,0.005652,0.007038
0.004629,0.005652,0.006963
0.0036,0.00532,0.006813
0.005377,0.005818,0.007038
0.006592,0.006373,0.007263
0.006031,0.006373,0.007338
0.004816,0.006096,0.007188
0.007808,0.007093,0.007787
0.009023,0.007869,0.008236
0.007387,0.007592,0.008161
0.008883,0.00798,0.008461
0.006499,0.007647,0.008386
0.007714,0.008035,0.008685
0.005283,0.007259,0.008386
0.006171,0.007259,0.008386
0.006639,0.00737,0.008535
0.007667,0.007592,0.00861
0.009538,0.007924,0.008835
0.005751,0.007204,0.008535
0.006265,0.007148,0.008535
0.0072,0.007315,0.00861
0.006592,0.007259,0.00861
0.004862,0.00665,0.008386
0.003927,0.006151,0.008161
0.003927,0.005652,0.007862
0.007621,0.006539,0.008236
0.007995,0.006927,0.008386
0.005236,0.006428,0.008161
0.004582,0.006206,0.008086
0.004675,0.005929,0.007937
0.005938,0.006206,0.008011
0.005984,0.006151,0.008011
0.006265,0.006262,0.008011
0.006218,0.006428,0.008086
0.006078,0.006317,0.008011
0.004675,0.005929,0.007787
0.005283,0.005929,0.007787
0.008836,0.007204,0.008311
0.006686,0.006871,0.008236
0.005096,0.006373,0.008011
0.006031,0.006428,0.008086
0.006265,0.006373,0.008011
0.005751,0.006206,0.007937
0.007808,0.006816,0.008161
0.004582,0.006096,0.007862
0.004068,0.005652,0.007637
0.003553,0.005209,0.007338
0.004956,0.005486,0.007412
0.003506,0.005098,0.007188
0.003647,0.004876,0.007113
0.004909,0.004987,0.007038
0.004068,0.004876,0.006963
0.006358,0.005652,0.007188
0.003974,0.005153,0.007038
0.003273,0.004766,0.006813
0.003834,0.004766,0.006739
0.004348,0.004932,0.006739
0.004722,0.004932,0.006739
0.00519,0.005043,0.006739
0.005704,0.005375,0.006813
0.005143,0.00532,0.006813
0.004675,0.005209,0.006739
0.004255,0.004987,0.006664
0.006218,0.005431,0.006813
0.005096,0.005264,0.006739
0.003787,0.004821,0.006514
0.003273,0.004433,0.006289
0.004956,0.004876,0.006364
0.006312,0.005209,0.006514
0.005096,0.005043,0.006364
0.00533,0.005098,0.006364
0.006312,0.005652,0.006664
0.005797,0.005652,0.006739
0.003179,0.004932,0.006364
0.002618,0.004433,0.006065
0.0036,0.004433,0.006065
0.005283,0.004766,0.00614
0.00388,0.004599,0.006065
0.00346,0.004378,0.00599
0.002852,0.004045,0.005765
0.003086,0.004045,0.00569
0.003413,0.003934,0.005615
0.003693,0.003934,0.005541
0.004161,0.004156,0.005615
0.004862,0.004433,0.00569
0.004208,0.004322,0.005615
0.005236,0.004544,0.00569
0.004208,0.004322,0.005541
0.003226,0.00399,0.005391
0.004068,0.004101,0.005391
0.006779,0.004876,0.00569
0.003927,0.004378,0.005541
0.004816,0.004599,0.005615
0.006919,0.00532,0.005915
0.004722,0.004987,0.005765
0.006405,0.005486,0.00599
0.005844,0.005652,0.006214
0.003834,0.005043,0.005915
0.004255,0.005209,0.006065
0.003039,0.004766,0.005915
0.002992,0.004489,0.005765
0.004114,0.004599,0.005765
0.00547,0.005153,0.00599
0.005844,0.005541,0.006214
0.00519,0.005541,0.006289
0.003039,0.004766,0.005915
0.003319,0.004433,0.005765
0.003787,0.004378,0.00569
0.004722,0.004655,0.005765
0.004301,0.004544,0.00569
0.003787,0.004489,0.00569
0.006218,0.005375,0.006065
0.005003,0.005153,0.00599
0.004535,0.004932,0.005915
0.004301,0.004987,0.005915
0.003647,0.004655,0.005765
0.003366,0.004433,0.00569
0.00374,0.004433,0.005615
0.003273,0.004156,0.005466
0.002992,0.003879,0.005316
0.002665,0.003602,0.005166
0.002478,0.003436,0.005016
0.002384,0.003214,0.004867
0.002665,0.003159,0.004792
0.002057,0.002937,0.004642
0.003319,0.003214,0.004642
0.004395,0.003491,0.004717
0.003693,0.003491,0.004717
0.003506,0.003491,0.004642
0.003834,0.003491,0.004642
0.004722,0.003879,0.004717
0.004862,0.00399,0.004792
0.00519,0.004267,0.004942
0.004722,0.004211,0.004942
0.005049,0.004599,0.005091
0.003647,0.004211,0.004942
0.002525,0.003713,0.004717
0.002899,0.003713,0.004717
0.003086,0.003657,0.004642
0.003506,0.003768,0.004717
0.003506,0.003713,0.004717
0.003319,0.003546,0.004567
0.002665,0.003269,0.004417
0.003413,0.003436,0.004417
0.001777,0.002826,0.004118
0.002525,0.002826,0.004043
0.00346,0.003048,0.004118
0.004348,0.003269,0.004193
0.003413,0.003159,0.004118
0.00173,0.002604,0.003819
0.003366,0.003214,0.004043
0.004535,0.003546,0.004193
0.003553,0.003436,0.004193
0.003413,0.003491,0.004193
0.003553,0.003436,0.004193
0.003179,0.003325,0.004118
0.004816,0.003768,0.004268
0.004255,0.003768,0.004268
0.002852,0.003436,0.004193
0.004722,0.003879,0.004343
0.002618,0.003325,0.004118
0.004348,0.003824,0.004343
0.003366,0.003602,0.004268
0.004769,0.00399,0.004417
0.003834,0.003768,0.004268
0.004255,0.003824,0.004343
0.004068,0.003768,0.004343
0.00374,0.003713,0.004268
0.00388,0.003713,0.004268
0.004255,0.003879,0.004343
0.003553,0.003657,0.004268
0.002618,0.003269,0.004118
0.002571,0.003103,0.003968
0.004395,0.003436,0.004118
0.003927,0.003546,0.004193
0.003179,0.003325,0.004043
0.00374,0.003436,0.004118
0.003506,0.00338,0.004043
0.00519,0.003824,0.004268
0.004909,0.003934,0.004343
0.005564,0.004156,0.004417
0.003693,0.003879,0.004343
0.004208,0.004045,0.004417
0.0036,0.003934,0.004417
0.007527,0.005043,0.004867
0.00519,0.004766,0.004867
0.004021,0.004544,0.004792
0.004208,0.004489,0.004867
0.004301,0.004544,0.004942
0.004114,0.004322,0.004867
0.004862,0.004378,0.004867
0.004442,0.004489,0.004942
0.004255,0.004433,0.004942
0.003787,0.004267,0.004867
0.003647,0.004156,0.004867
0.004255,0.004211,0.004942
0.004769,0.004433,0.005016
0.003039,0.00399,0.004792
0.002525,0.003657,0.004642
0.002852,0.003602,0.004642
0.002197,0.003325,0.004492
0.003366,0.00338,0.004417
0.003553,0.003546,0.004492
0.00388,0.003657,0.004492
0.004956,0.004045,0.004642
0.003974,0.003879,0.004567
0.003506,0.003713,0.004567
0.00346,0.003713,0.004492
0.003693,0.003768,0.004492
0.005704,0.004322,0.004717
0.004068,0.004156,0.004717
0.006405,0.005043,0.005166
0.003787,0.004489,0.004942
0.002618,0.00399,0.004717
0.002805,0.003824,0.004642
0.003179,0.003768,0.004642
0.002618,0.00338,0.004417
0.002758,0.003325,0.004343
0.00374,0.003602,0.004492
0.004535,0.003879,0.004567
0.004582,0.004045,0.004642
0.00547,0.004599,0.004942
0.004161,0.004378,0.004867
0.005797,0.005153,0.005241
0.005984,0.00532,0.005391
0.004021,0.004987,0.005316
0.004348,0.004932,0.005391
0.003366,0.004599,0.005241
0.004301,0.004599,0.005241
0.00547,0.004932,0.005391
0.004208,0.004655,0.005316
0.00388,0.004544,0.005316
0.003787,0.004378,0.005241
0.00388,0.004378,0.005241
0.002338,0.003768,0.004942
0.004255,0.004156,0.005091
0.004816,0.004322,0.005091
0.004068,0.004101,0.005016
0.002945,0.003768,0.004867
0.003132,0.003602,0.004792
0.003319,0.003657,0.004792
0.002525,0.003325,0.004567
0.003039,0.003325,0.004567
0.002525,0.003103,0.004417
0.003834,0.003325,0.004417
0.004068,0.003436,0.004417
0.004348,0.003657,0.004417
0.003927,0.003602,0.004417
0.004862,0.003934,0.004567
0.003553,0.003768,0.004492
0.004301,0.00399,0.004567
0.004862,0.004267,0.004717
0.003693,0.003934,0.004567
0.003039,0.003657,0.004417
0.004488,0.004045,0.004567
0.004629,0.004267,0.004717
0.004255,0.004322,0.004792
0.003974,0.004267,0.004792
0.004862,0.004489,0.004942
0.0036,0.004211,0.004867
0.004161,0.004322,0.004942
0.002431,0.003768,0.004717
0.005236,0.004322,0.004942
0.005283,0.004544,0.005016
0.004862,0.004544,0.005016
0.003834,0.004211,0.004867
0.003553,0.004101,0.004867
0.004068,0.004156,0.004867
0.004161,0.004267,0.004942
0.006545,0.004876,0.005241
0.005049,0.004766,0.005241
0.00879,0.00604,0.00584
0.005844,0.005652,0.005765
0.004021,0.005153,0.005615
0.004722,0.005209,0.00569
0.006218,0.005652,0.005915
0.004161,0.00532,0.00584
0.003834,0.005098,0.005765
0.004675,0.005153,0.00584
0.005236,0.00532,0.005915
0.003273,0.00471,0.00569
0.003413,0.004544,0.005615
0.003086,0.004156,0.005391
0.005657,0.004987,0.005765
